10002,10528,526,526,2066446
10006,10686,680,680,
10246,10753,507,507,
10254,10836,582,582,
10272,11156,884,884,
10335,11497,1162,1162,
10405,11603,1198,1198,
10622,11765,1143,1143,
10703,12273,1570,1570,
10739,12534,1795,1795,
10776,12805,2029,2029,
10787,12887,2100,2100,
10894,13084,2190,2190,
10925,13137,2212,2212,
11126,13159,2033,2033,
11146,13284,2138,2138,
11274,13284,2010,2010,
11290,13284,1994,1994,
11378,13284,1906,1906,
11530,13284,1754,1754,
11615,13284,1669,1669,
11632,13284,1652,1652,
11803,13284,1481,1481,
11939,13284,1345,1345,
12016,13284,1268,1268,
12025,13284,1259,1259,
12263,13284,1021,1021,
12281,13284,1003,1003,
12297,13284,987,987,
12305,13284,979,979,
12361,13284,923,923,
12507,13284,777,777,
12545,13284,739,739,
12569,13284,715,715,
12662,13325,663,663,
12882,13431,549,549,
12950,13431,481,481,
13044,13431,387,387,
13180,13431,251,251,
13284,13431,147,147,
13302,13431,129,129,
13431,13431,0,0,
13474,13431,-43,43,
13543,13431,-112,112,
13575,13431,-144,144,
13663,13431,-232,232,
13731,13431,-300,300,
13910,13431,-479,479,
13925,13431,-494,494,
13953,13575,-378,378,
13968,13575,-393,393,
14035,13575,-460,460,
14066,13575,-491,491,
14158,13575,-583,583,
14367,13575,-792,792,
14385,13575,-810,810,
14687,13575,-1112,1112,
14898,13575,-1323,1323,
14916,13575,-1341,1341,
15202,13575,-1627,1627,
15222,13575,-1647,1647,
15262,13575,-1687,1687,
15283,13575,-1708,1708,
15339,13575,-1764,1764,
15438,13575,-1863,1863,
15572,13575,-1997,1997,
15593,13575,-2018,2018,
15611,13575,-2036,2036,
15712,13864,-1848,1848,
15753,13897,-1856,1856,
15808,13961,-1847,1847,
15814,14094,-1720,1720,
15843,14222,-1621,1621,
15961,14241,-1720,1720,
16051,14331,-1720,1720,
16058,14382,-1676,1676,
16078,14556,-1522,1522,
16085,14916,-1169,1169,
16128,14916,-1212,1212,
16220,14916,-1304,1304,
16230,14916,-1314,1314,
16265,14916,-1349,1349,
16316,14916,-1400,1400,
16359,14916,-1443,1443,
16361,14916,-1445,1445,
16447,14916,-1531,1531,
16449,14916,-1533,1533,
16484,14916,-1568,1568,
16566,14916,-1650,1650,
16691,14916,-1775,1775,
16756,14916,-1840,1840,
16768,14916,-1852,1852,
16921,14916,-2005,2005,
16957,14916,-2041,2041,
16984,15134,-1850,1850,
17261,15153,-2108,2108,
17299,15198,-2101,2101,
17302,15228,-2074,2074,
17327,15262,-2065,2065,
17467,15262,-2205,2205,
17470,15511,-1959,1959,
17520,15981,-1539,1539,
17571,16049,-1522,1522,
17684,16187,-1497,1497,
17767,16215,-1552,1552,
17881,16633,-1248,1248,
17886,16639,-1247,1247,
17916,16768,-1148,1148,
18017,16768,-1249,1249,
18272,16768,-1504,1504,
18319,16768,-1551,1551,
18669,16768,-1901,1901,
19007,16768,-2239,2239,
19088,16768,-2320,2320,
19110,16768,-2342,2342,
19146,16768,-2378,2378,
19403,16768,-2635,2635,
19466,16768,-2698,2698,
19492,16768,-2724,2724,
19602,16885,-2717,2717,
19612,16890,-2722,2722,
19636,17088,-2548,2548,
19772,17118,-2654,2654,
20137,17299,-2838,2838,
20141,17299,-2842,2842,
20542,17299,-3243,3243,
20614,17299,-3315,3315,
20805,17299,-3506,3506,
20893,17299,-3594,3594,
21127,17299,-3828,3828,
21135,17299,-3836,3836,
21150,17299,-3851,3851,
21290,17299,-3991,3991,
21313,17299,-4014,4014,
21325,17299,-4026,4026,
21486,17299,-4187,4187,
21511,17299,-4212,4212,
21643,17299,-4344,4344,
21780,17299,-4481,4481,
21811,17309,-4502,4502,
21812,17599,-4213,4213,
21930,17849,-4081,4081,
22055,17880,-4175,4175,
22143,18000,-4143,4143,
22260,18024,-4236,4236,
22440,18156,-4284,4284,
22764,18205,-4559,4559,
22828,18254,-4574,4574,
22891,18317,-4574,4574,
22958,18325,-4633,4633,
23004,18973,-4031,4031,
23054,19012,-4042,4042,
23136,19111,-4025,4025,
23379,19388,-3991,3991,
23466,19650,-3816,3816,
23519,19687,-3832,3832,
23852,19758,-4094,4094,
23875,20135,-3740,3740,
23880,20182,-3698,3698,
23903,20261,-3642,3642,
24206,20405,-3801,3801,
24372,20462,-3910,3910,
24435,20557,-3878,3878,
24554,20574,-3980,3980,
24609,20848,-3761,3761,
24824,21026,-3798,3798,
24842,21234,-3608,3608,
24923,21613,-3310,3310,
24953,21632,-3321,3321,
24964,21723,-3241,3241,
25173,21967,-3206,3206,
25191,22228,-2963,2963,
25469,22280,-3189,3189,
25531,22369,-3162,3162,
25532,22482,-3050,3050,
25558,22568,-2990,2990,
25618,23054,-2564,2564,
25749,23054,-2695,2695,
25770,23054,-2716,2716,
25898,23054,-2844,2844,
25961,23054,-2907,2907,
25967,23054,-2913,2913,
26128,23054,-3074,3074,
26170,23054,-3116,3116,
26287,23054,-3233,3233,
26294,23054,-3240,3240,
26345,23054,-3291,3291,
26500,23054,-3446,3446,
26612,23054,-3558,3558,
26755,23054,-3701,3701,
26777,23054,-3723,3723,
26862,23054,-3808,3808,
26871,23200,-3671,3671,
26917,23383,-3534,3534,
27063,23651,-3412,3412,
27073,23720,-3353,3353,
27322,23798,-3524,3524,
27751,23902,-3849,3849,
27828,23975,-3853,3853,
27845,24081,-3764,3764,
27889,24189,-3700,3700,
27931,24241,-3690,3690,
27935,24365,-3570,3570,
27972,24451,-3521,3521,
28003,24595,-3408,3408,
28019,24649,-3370,3370,
28125,24737,-3388,3388,
28545,25112,-3433,3433,
28560,25114,-3446,3446,
28720,25456,-3264,3264,
28799,25467,-3332,3332,
28936,25772,-3164,3164,
29040,25804,-3236,3236,
29214,26112,-3102,3102,
29227,26225,-3002,3002,
29411,26272,-3139,3139,
29441,26288,-3153,3153,
29550,26391,-3159,3159,
29562,26436,-3126,3126,
29611,26634,-2977,2977,
29665,26716,-2949,2949,
29681,26938,-2743,2743,
29714,27220,-2494,2494,
29795,27431,-2364,2364,
29825,27568,-2257,2257,
29827,27599,-2228,2228,
29889,27716,-2173,2173,
30499,27791,-2708,2708,
30522,27805,-2717,2717,
30553,27907,-2646,2646,
30569,27946,-2623,2623,
30637,28505,-2132,2132,
31014,28673,-2341,2341,
31022,28732,-2290,2290,
31417,28783,-2634,2634,
31461,28900,-2561,2561,
31524,28934,-2590,2590,
31788,29541,-2247,2247,
31830,29670,-2160,2160,
31946,29681,-2265,2265,
32017,29681,-2336,2336,
32065,29681,-2384,2384,
32081,29681,-2400,2400,
32091,29681,-2410,2410,
32193,29681,-2512,2512,
32251,29681,-2570,2570,
32335,29681,-2654,2654,
32440,29681,-2759,2759,
32611,29681,-2930,2930,
32665,29681,-2984,2984,
32708,29681,-3027,3027,
32713,29681,-3032,3032,
32772,29904,-2868,2868,
32782,30227,-2555,2555,
32859,30760,-2099,2099,
32979,30815,-2164,2164,
33019,30851,-2168,2168,
33024,30968,-2056,2056,
33084,31125,-1959,1959,
33135,31173,-1962,1962,
33183,31653,-1530,1530,
33282,31672,-1610,1610,
33283,31727,-1556,1556,
33406,31746,-1660,1660,
33524,31819,-1705,1705,
33578,31955,-1623,1623,
33882,31988,-1894,1894,
34136,32436,-1700,1700,
34169,32846,-1323,1323,
34229,32959,-1270,1270,
34338,33301,-1037,1037,
34625,33349,-1276,1276,
34841,33683,-1158,1158,
34855,33892,-963,963,
34898,34079,-819,819,
34979,34091,-888,888,
35113,34203,-910,910,
35158,34340,-818,818,
35203,34371,-832,832,
35209,34585,-624,624,
35212,34764,-448,448,
35225,34897,-328,328,
35321,35200,-121,121,
35390,35375,-15,15,
35532,35488,-44,44,
35640,35541,-99,99,
35644,35575,-69,69,
35657,35639,-18,18,
35695,35658,-37,37,
35753,35694,-59,59,
35921,35753,-168,168,
35954,35753,-201,201,
35995,35753,-242,242,
36008,35753,-255,255,
36171,35753,-418,418,
36271,35753,-518,518,
36280,36014,-266,266,
36392,36357,-35,35,
36424,36593,169,169,
36650,36666,16,16,
36653,36671,18,18,
36766,36987,221,221,
36780,37716,936,936,
36805,38271,1466,1466,
37260,38394,1134,1134,
37349,38582,1233,1233,
37481,38747,1266,1266,
37556,38935,1379,1379,
37567,39849,2282,2282,
37590,40070,2480,2480,
37671,40105,2434,2434,
37712,40280,2568,2568,
37768,40408,2640,2640,
37801,40467,2666,2666,
37827,40724,2897,2897,
37902,40786,2884,2884,
38197,40822,2625,2625,
38668,40921,2253,2253,
38965,40953,1988,1988,
39225,41337,2112,2112,
39258,41799,2541,2541,
39295,42340,3045,3045,
39340,42477,3137,3137,
39670,42508,2838,2838,
39685,42665,2980,2980,
39759,42820,3061,3061,
39808,43008,3200,3200,
39843,43083,3240,3240,
39850,43091,3241,3241,
39855,43109,3254,3254,
39895,43167,3272,3272,
40085,43277,3192,3192,
40175,43406,3231,3231,
40256,43526,3270,3270,
40291,43592,3301,3301,
40308,43603,3295,3295,
40335,43603,3268,3268,
40351,43603,3252,3252,
40356,43603,3247,3247,
40374,43603,3229,3229,
40648,43603,2955,2955,
40819,43603,2784,2784,
40863,43603,2740,2740,
40966,43603,2637,2637,
40967,43603,2636,2636,
40988,43603,2615,2615,
41062,43603,2541,2541,
41204,43603,2399,2399,
41319,43603,2284,2284,
41426,43603,2177,2177,
41434,43603,2169,2169,
41459,43603,2144,2144,
41534,43603,2069,2069,
41613,43603,1990,1990,
41658,43603,1945,1945,
41762,43632,1870,1870,
41836,43722,1886,1886,
41854,43778,1924,1924,
41863,43978,2115,2115,
42079,44019,1940,1940,
42358,44215,1857,1857,
42362,44266,1904,1904,
42372,44646,2274,2274,
42518,44667,2149,2149,
42575,44731,2156,2156,
42632,44773,2141,2141,
42775,44804,2029,2029,
42783,44981,2198,2198,
43007,45001,1994,1994,
43049,45084,2035,2035,
43381,45118,1737,1737,
43433,45156,1723,1723,
43489,45156,1667,1667,
43522,45156,1634,1634,
43554,45156,1602,1602,
43597,45156,1559,1559,
43603,45156,1553,1553,
43735,45279,1544,1544,
43778,45290,1512,1512,
43828,45699,1871,1871,
43867,45758,1891,1891,
43971,45758,1787,1787,
44058,45758,1700,1700,
44222,45758,1536,1536,
44320,45758,1438,1438,
44324,45758,1434,1434,
44506,45758,1252,1252,
44732,45758,1026,1026,
44897,45758,861,861,
44937,45758,821,821,
44978,45758,780,780,
45012,46116,1104,1104,
45021,46194,1173,1173,
45107,46249,1142,1142,
45133,46293,1160,1160,
45142,46293,1151,1151,
45156,46293,1137,1137,
45198,46293,1095,1095,
45204,46293,1089,1089,
45294,46293,999,999,
45418,46293,875,875,
45538,46293,755,755,
45758,46293,535,535,
45792,46293,501,501,
45798,46867,1069,1069,
45878,46867,989,989,
45934,46867,933,933,
46004,46867,863,863,
46069,46867,798,798,
46198,46867,669,669,
46285,46867,582,582,
46293,46867,574,574,
46476,46875,399,399,
46625,46898,273,273,
46693,46913,220,220,
46769,47295,526,526,
46867,47405,538,538,
47133,47405,272,272,
47199,47405,206,206,
47204,47405,201,201,
47266,47405,139,139,
47405,47405,0,0,
47491,47405,-86,86,
47537,47405,-132,132,
47652,47565,-87,87,
47911,47932,21,21,
48021,48002,-19,19,
48070,48017,-53,53,
48094,48343,249,249,
48132,48454,322,322,
48209,48543,334,334,
48321,48595,274,274,
48459,49027,568,568,
48481,49287,806,806,
48547,49453,906,906,
48817,49843,1026,1026,
48961,49843,882,882,
49032,49938,906,906,
49070,50172,1102,1102,
49181,50548,1367,1367,
49243,50570,1327,1327,
49543,50689,1146,1146,
49557,50854,1297,1297,
49672,50859,1187,1187,
49705,50888,1183,1183,
49827,51072,1245,1245,
49843,51119,1276,1276,
49862,51151,1289,1289,
49913,51275,1362,1362,
49987,51275,1288,1288,
50014,51470,1456,1456,
50286,51470,1184,1184,
50314,51470,1156,1156,
50371,51470,1099,1099,
50426,51470,1044,1044,
50516,51470,954,954,
50849,51470,621,621,
50850,51516,666,666,
51041,51534,493,493,
51111,51692,581,581,
51127,51941,814,814,
51275,52197,922,922,
51453,52239,786,786,
51470,52518,1048,1048,
51478,52620,1142,1142,
51507,52745,1238,1238,
51545,52896,1351,1351,
51583,52966,1383,1383,
51615,53486,1871,1871,
51705,53532,1827,1827,
51800,54143,2343,2343,
51830,54178,2348,2348,
51935,54359,2424,2424,
51976,54464,2488,2488,
52089,54552,2463,2463,
52097,54646,2549,2549,
52172,55031,2859,2859,
52352,55031,2679,2679,
52378,55031,2653,2653,
52388,55031,2643,2643,
52548,55031,2483,2483,
52667,55031,2364,2364,
52800,55031,2231,2231,
52953,55031,2078,2078,
52976,55031,2055,2055,
53032,55031,1999,1999,
53047,55031,1984,1984,
53067,55031,1964,1964,
53224,55155,1931,1931,
53260,55700,2440,2440,
53327,55980,2653,2653,
53408,56013,2605,2605,
53841,56078,2237,2237,
53871,56206,2335,2335,
53884,56294,2410,2410,
53906,56325,2419,2419,
54118,56505,2387,2387,
54334,56515,2181,2181,
54453,56557,2104,2104,
54482,56571,2089,2089,
54502,56609,2107,2107,
54517,56819,2302,2302,
54606,56829,2223,2223,
54617,56892,2275,2275,
54682,57089,2407,2407,
54811,57328,2517,2517,
54817,57530,2713,2713,
54839,57606,2767,2767,
55031,57844,2813,2813,
55138,58182,3044,3044,
55277,58198,2921,2921,
55314,58213,2899,2899,
55465,58343,2878,2878,
55534,58590,3056,3056,
55603,58994,3391,3391,
55618,59242,3624,3624,
55693,59243,3550,3550,
55831,59346,3515,3515,
55843,59394,3551,3551,
55846,59518,3672,3672,
55847,59847,4000,4000,
55973,59892,3919,3919,
55983,59921,3938,3938,
55992,59921,3929,3929,
56076,59921,3845,3845,
56279,59921,3642,3642,
56286,59921,3635,3635,
56421,59921,3500,3500,
56755,59921,3166,3166,
56782,59921,3139,3139,
56843,59992,3149,3149,
56865,60048,3183,3183,
56884,60225,3341,3341,
56890,60496,3606,3606,
56902,60526,3624,3624,
56970,60585,3615,3615,
56975,60702,3727,3727,
57063,60848,3785,3785,
57249,60848,3599,3599,
57260,60848,3588,3588,
57299,60848,3549,3549,
57374,60848,3474,3474,
57491,60848,3357,3357,
57703,60848,3145,3145,
57832,60848,3016,3016,
57938,60848,2910,2910,
58057,60854,2797,2797,
58149,60854,2705,2705,
58160,60854,2694,2694,
58391,60854,2463,2463,
58428,60854,2426,2426,
58439,60991,2552,2552,
58491,61150,2659,2659,
58526,61450,2924,2924,
58580,61502,2922,2922,
58583,61556,2973,2973,
58699,61796,3097,3097,
58720,61844,3124,3124,
58760,62239,3479,3479,
58862,62305,3443,3443,
59004,62365,3361,3361,
59241,62595,3354,3354,
59389,62768,3379,3379,
59395,62795,3400,3400,
59401,62808,3407,3407,
59415,62922,3507,3507,
59662,63244,3582,3582,
59674,63254,3580,3580,
59765,63367,3602,3602,
59806,63630,3824,3824,
59882,63696,3814,3814,
59921,63849,3928,3928,
59959,64129,4170,4170,
59993,64137,4144,4144,
60082,64144,4062,4062,
60271,64599,4328,4328,
60391,64724,4333,4333,
60517,64836,4319,4319,
60541,64836,4295,4295,
60848,64836,3988,3988,
60854,64836,3982,3982,
60939,64836,3897,3897,
60997,64836,3839,3839,
61028,64836,3808,3808,
61032,64836,3804,3804,
61228,64836,3608,3608,
61280,64836,3556,3556,
61348,64836,3488,3488,
61413,64836,3423,3423,
61522,64836,3314,3314,
61686,64836,3150,3150,
61697,64836,3139,3139,
61768,64896,3128,3128,
61775,64963,3188,3188,
61811,64971,3160,3160,
61814,64992,3178,3178,
61980,65110,3130,3130,
61998,65117,3119,3119,
62192,65255,3063,3063,
62207,65255,3048,3048,
62253,65255,3002,3002,
62456,65255,2799,2799,
62524,65255,2731,2731,
62624,65255,2631,2631,
62688,65255,2567,2567,
62709,65255,2546,2546,
62772,65255,2483,2483,
63067,65255,2188,2188,
63092,65255,2163,2163,
63193,65255,2062,2062,
63392,65255,1863,1863,
63395,65255,1860,1860,
63399,65645,2246,2246,
63419,65866,2447,2447,
63430,66024,2594,2594,
63471,66100,2629,2629,
63583,66508,2925,2925,
63672,67053,3381,3381,
63731,67491,3760,3760,
63746,67563,3817,3817,
63980,67583,3603,3603,
64010,67801,3791,3791,
64073,67830,3757,3757,
64422,68032,3610,3610,
64554,68123,3569,3569,
64698,68244,3546,3546,
64836,68285,3449,3449,
64842,68373,3531,3531,
64997,68759,3762,3762,
64998,68967,3969,3969,
65014,68981,3967,3967,
65056,69030,3974,3974,
65057,69071,4014,4014,
65118,69071,3953,3953,
65255,69071,3816,3816,
65261,69071,3810,3810,
65316,69071,3755,3755,
65421,69071,3650,3650,
65459,69180,3721,3721,
65598,69263,3665,3665,
65608,69435,3827,3827,
65624,69521,3897,3897,
65626,69764,4138,4138,
65885,69791,3906,3906,
65919,69829,3910,3910,
65978,69833,3855,3855,
66014,69926,3912,3912,
66042,69943,3901,3901,
66184,70034,3850,3850,
66201,70068,3867,3867,
66426,70247,3821,3821,
66453,70247,3794,3794,
66461,70247,3786,3786,
66553,70247,3694,3694,
66603,70247,3644,3644,
66651,70247,3596,3596,
66670,70247,3577,3577,
66714,70247,3533,3533,
66789,70247,3458,3458,
66794,70247,3453,3453,
66867,70247,3380,3380,
67232,70247,3015,3015,
67283,70247,2964,2964,
67412,70247,2835,2835,
67567,70247,2680,2680,
67578,70247,2669,2669,
67917,70247,2330,2330,
67936,70247,2311,2311,
68054,70247,2193,2193,
68240,70593,2353,2353,
68321,70636,2315,2315,
68390,71093,2703,2703,
68624,71162,2538,2538,
68670,71247,2577,2577,
68672,71361,2689,2689,
68704,71553,2849,2849,
68757,71849,3092,3092,
68911,72109,3198,3198,
68919,72477,3558,3558,
68950,72496,3546,3546,
69061,72612,3551,3551,
69071,72738,3667,3667,
69322,72825,3503,3503,
69474,73008,3534,3534,
69522,73076,3554,3554,
69726,73090,3364,3364,
70001,73112,3111,3111,
70247,73346,3099,3099,
70322,73413,3091,3091,
70342,73762,3420,3420,
70366,73797,3431,3431,
70566,73805,3239,3239,
70620,73903,3283,3283,
70650,74187,3537,3537,
70656,74493,3837,3837,
70739,74544,3805,3805,
70751,74605,3854,3854,
70842,74894,4052,4052,
70869,75144,4275,4275,
70888,75289,4401,4401,
71094,75302,4208,4208,
71150,75447,4297,4297,
71223,75494,4271,4271,
71371,75587,4216,4216,
71379,75593,4214,4214,
71564,75634,4070,4070,
71622,75691,4069,4069,
71662,76422,4760,4760,
71739,76644,4905,4905,
71861,76815,4954,4954,
71879,77019,5140,5140,
71896,77019,5123,5123,
71969,77019,5050,5050,
72118,77019,4901,4901,
72244,77019,4775,4775,
72435,77019,4584,4584,
72476,77019,4543,4543,
72534,77019,4485,4485,
73079,77019,3940,3940,
73097,77019,3922,3922,
73168,77019,3851,3851,
73226,77019,3793,3793,
73318,77019,3701,3701,
73382,77019,3637,3637,
73447,77019,3572,3572,
73577,77019,3442,3442,
73704,77139,3435,3435,
73835,77385,3550,3550,
73968,77416,3448,3448,
74042,77864,3822,3822,
74053,77878,3825,3825,
74746,78048,3302,3302,
74980,78245,3265,3265,
75024,78248,3224,3224,
75282,78281,2999,2999,
75338,78421,3083,3083,
75541,78588,3047,3047,
75736,78635,2899,2899,
75814,78893,3079,3079,
75839,78906,3067,3067,
75889,78936,3047,3047,
75922,78975,3053,3053,
75996,79242,3246,3246,
76148,79377,3229,3229,
76356,79391,3035,3035,
76426,79399,2973,2973,
76446,79564,3118,3118,
76493,79658,3165,3165,
76494,79829,3335,3335,
76530,79829,3299,3299,
76546,79829,3283,3283,
76552,79829,3277,3277,
76605,80000,3395,3395,
76635,80071,3436,3436,
76765,80333,3568,3568,
76966,80450,3484,3484,
77019,80709,3690,3690,
77088,80735,3647,3647,
77114,80932,3818,3818,
77266,81077,3811,3811,
77271,81176,3905,3905,
